product_id,description,avg_price,total_units_sold,total_revenue
22077,6 RIBBONS RUSTIC CHARM,2.110567415730337,17238,31513.11
85152,HAND OVER THE CHOCOLATE   SIGN,2.30101902173913,16373,31483.7
22865,HAND WARMER OWL DESIGN,2.3551353503184713,14537,31416.04
23245,SET OF 3 REGENCY CAKE TINS,5.883424657534246,6345,31118.55
21479,WHITE SKULL HOT WATER BOTTLE,4.686652587117212,6219,31079.8
23199,JUMBO BAG APPLES,2.5699290060851925,14908,30450.69
22501,PICNIC BASKET WICKER LARGE,13.588451443569554,2612,30339.36
20725,LUNCH BAG RED SPOTTY,1.9613636363636364,18085,30063.27
20679,EDWARDIAN PARASOL RED,6.662262569832403,6149,30020.97
22697,GREEN REGENCY TEACUP AND SAUCER,3.7910946745562133,9621,29952.55
84946,ANTIQUE SILVER TEA GLASS ETCHED,1.5512328767123287,22032,29828.78
22659,LUNCH BOX I LOVE LONDON,2.3337192342752964,15941,29561.86
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4.793914728682171,6830,29533.87
20914,SET/5 RED SPOTTY LID GLASS BOWLS,3.1773913043478266,10706,29468.52
22622,BOX OF VINTAGE ALPHABET BLOCKS,11.393466898954703,2945,29450.11
47590B,PINK HAPPY BIRTHDAY BUNTING,5.73623006833713,5738,29363.86
22158,3 HEARTS HANGING DECORATION RUSTIC,3.221857923497268,8985,29198.28
82483,WOOD 2 DRAWER CABINET WHITE FINISH,6.514496466431095,4878,29003.370000000003
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2.32086809470124,15857,28962.829999999998
23355,HOT WATER BOTTLE KEEP CALM,5.271557788944723,5816,28718.8
20971,PINK BLUE FELT CRAFT TRINKET BOX,1.4093723129836628,22260,28580.97
84978,HANGING HEART JAR T-LIGHT HOLDER,1.5126805555555554,21689,28475.96
22866,HAND WARMER SCOTTY DOG DESIGN,2.3251018600531443,12778,28266.87
22752,SET 7 BABUSHKA NESTING BOXES,9.46467142857143,3459,28139.45
22188,BLACK HEART CARD HOLDER,4.455873015873016,10353,28112.030000000002
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.7112444444444445,56061,28081.73
22467,GUMBALL COAT RACK,2.8445724572457243,11868,28059.48
82583,HOT BATHS METAL SIGN,2.760100166944908,12877,27981.99
23201,JUMBO BAG ALPHABET,2.3900109769484086,13366,27850.83
21212,PACK OF 72 RETROSPOT CAKE CASES,0.7426918671248568,48156,27770.719999999998
20719,WOODLAND CHARLOTTE BAG,1.1526611883691529,24479,27598.42
21930,JUMBO STORAGE BAG SKULLS,2.5286163051608077,13390,27368.08
22624,IVORY KITCHEN SCALES,9.3401638001638,3152,27282.73
72741,GRAND CHOCOLATECANDLE,1.7381798483206934,19712,27239.46
22835,HOT WATER BOTTLE I AM SO POORLY,5.639597249508841,5302,27082.84
22492,MINI PAINT SET VINTAGE,0.7730812324929972,42286,27056.19
84991,60 TEATIME FAIRY CAKE CASES,0.6644378155117027,54028,27041.21
22961,JAM MAKING SET PRINTED,1.8915876974231087,17252,26888.43
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,3.2632945736434107,9772,26763.75
22386,JUMBO BAG PINK WITH WHITE SPOTS,2.151664611590629,14202,26242.66
22149,FELTCRAFT 6 FLOWER FRIENDS,2.382309879175551,12674,26218.97
22867,HAND WARMER BIRD DESIGN,2.3753406998158377,11872,26117.63
22551,PLASTERS IN TIN SPACEBOY,1.811910197869102,15441,25912.87
47566B,TEA TIME PARTY BUNTING,5.292057291666667,5801,25803.49
20711,JUMBO BAG TOYS,2.726691943127962,12643,25719.13
21481,FAWN BLUE HOT WATER BOTTLE,3.765328947368421,8174,25613.45
22507,MEMO BOARD RETROSPOT  DESIGN,5.941274944567628,5455,25603.46
22090,PAPER BUNTING RETROSPOT,3.774454054054054,8406,25497.96
37503,TEA TIME CAKE STAND IN GIFT BOX,11.723193116634798,2465,25428.33
21485,RETROSPOT HEART HOT WATER BOTTLE,5.487621052631579,5168,25408.01
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3.001073170731707,12962,25407.27
22087,PAPER BUNTING WHITE LACE,3.4823468208092487,8475,25389.1
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.8276983503534957,40439,25205.13
22084,PAPER CHAIN KIT EMPIRE,3.2735200974421437,8803,25163.56
85099B,JUMBO BAG RED WHITE SPOTTY,2.1891528545119705,14060,25043.62
20724,RED RETROSPOT CHARLOTTE BAG,1.134728132387707,20663,24958.77
22090,PAPER BUNTING RETRO SPOTS,3.557169811320755,8292,24933.94
23173,REGENCY TEAPOT ROSES,11.119714964370546,2766,24879.13
20972,PINK CREAM FELT CRAFT TRINKET BOX,1.4045074415308292,20496,24785.31
48138,DOOR MAT UNION FLAG,7.380222551928784,3775,24770.81
21314,SMALL GLASS HEART TRINKET POT,2.776856343283582,11426,24641.39
23203,JUMBO BAG VINTAGE DOILY,2.300598885793872,11448,24489.08
22722,SET OF 6 SPICE TINS PANTRY DESIGN,4.675660377358491,5972,24459.96
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.2831213307240704,106139,24445.61
71459,HANGING JAM JAR T-LIGHT HOLDER,1.124854368932039,30176,24440.74
84836,ZINC METAL HEART DECORATION,1.3774425087108013,19847,24289.33
22728,ALARM CLOCK BAKELIKE PINK,4.525836734693877,6215,24257.31
47590A,BLUE HAPPY BIRTHDAY BUNTING,5.7879565217391304,4752,24174.010000000002
21231,SWEETHEART CERAMIC TRINKET BOX,1.4993377483443708,19428,24128.86
21212,PACK OF 72 RETRO SPOT CAKE CASES,0.6659163763066203,46728,24054.43
22698,PINK REGENCY TEACUP AND SAUCER,3.6990485436893206,8049,23990.62
22383,LUNCH BAG SUKI  DESIGN,2.0494919168591226,14347,23893.29
23344,JUMBO BAG 50'S CHRISTMAS,2.4177423822714683,10285,23772.07
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,9.802632375189107,3141,23709.46
21790,VINTAGE SNAP CARDS,1.008572922111866,27244,23506.17
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,5.866072186836518,4800,23489.420000000002
22605,WOODEN CROQUET GARDEN SET,14.766438569206843,1827,23426.82
82600,NO SINGING METAL SIGN,2.3898446937014666,11450,23096.77
84406B,CREAM CUPID HEARTS COAT HANGER,3.74048178613396,7131,23080.13
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3.2624037639007697,7964,23040.04
22625,RED KITCHEN SCALES,9.727957894736841,2627,22911.55
22607,WOODEN ROUNDERS GARDEN SET,10.02461847389558,2533,22906.54
21791,VINTAGE HEADS AND TAILS CARD GAME,1.4899774436090225,17604,22858.6
22554,PLASTERS IN TIN WOODLAND ANIMALS,1.8651470588235295,13588,22853.72
22556,PLASTERS IN TIN CIRCUS PARADE,1.7749835526315791,13585,22334.08
37449,CERAMIC CAKE STAND + HANGING CAKES,11.180564853556485,2382,22333.3
20749,ASSORTED COLOUR MINI CASES,8.091415584415586,3062,22097.61
22113,GREY HEART HOT WATER BOTTLE,4.199551656920078,5759,22025.93
22585,PACK OF 6 BIRDY GIFT TAGS,1.381512455516014,17557,21977.3
22499,WOODEN UNION JACK BUNTING,6.621156812339332,3584,21826.52
23202,JUMBO BAG VINTAGE LEAF,2.2962302483069976,10941,21810.43
84970S,HANGING HEART ZINC T-LIGHT HOLDER,1.090320781032078,26444,21794.26
22941,CHRISTMAS LIGHTS 10 REINDEER,9.705392561983471,2615,21727.579999999998
22456,NATURAL SLATE CHALKBOARD LARGE,6.306929510155317,4416,21583.2
22969,HOMEMADE JAM SCENTED CANDLES,1.7717207334273626,14461,21501.989999999998
21524,DOORMAT SPOTTY HOME SWEET HOME,8.940872483221476,2817,21414.04
21213,PACK OF 72 SKULL CAKE CASES,0.7410299003322259,40263,21390.76
21258,VICTORIAN SEWING BOX LARGE,17.00918406072106,1505,21386.559999999998
48184,DOORMAT ENGLISH ROSE,8.513878326996197,3234,21326.3
22139,RETRO SPOT TEA SET CERAMIC 11 PC,5.442951030927835,4438,21301.04
22502,PICNIC BASKET WICKER SMALL,6.679590958019376,3705,21260.8
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,9.155689655172415,2685,21201.13
22083,PAPER CHAIN KIT RETRO SPOT,3.3923865546218486,7579,21151.79
22570,FELTCRAFT CUSHION RABBIT,4.310666666666666,5631,20901.1
22424,ENAMEL BREAD BIN CREAM,15.385337837837838,1529,20886.89
23206,LUNCH BAG APPLE DESIGN,2.0589553656220323,12147,20852.58
21218,RED SPOTTY BISCUIT TIN,5.261407982261641,5256,20800.31
22294,HEART FILIGREE DOVE  SMALL,1.4552125279642059,16671,20629.38
22617,BAKING SET SPACEBOY DESIGN,5.301244725738396,4251,20546.99
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1.463076923076923,17875,20469.08
AMAZONFEE,AMAZON FEE,6822.599999999999,3,20467.8
20723,STRAWBERRY CHARLOTTE BAG,1.1350252343186733,18296,20401.05
22568,FELTCRAFT CUSHION OWL,4.161740614334471,5479,20244.97
85150,LADIES & GENTLEMEN METAL SIGN,3.0002421524663676,8361,20237.72
48188,DOORMAT WELCOME PUPPIES,8.79626168224299,3414,20209.4
22273,FELTCRAFT DOLL MOLLY,3.300158536585366,7355,20150.99
22569,FELTCRAFT CUSHION BUTTERFLY,4.187288776796973,5521,20104.43
21622,VINTAGE UNION JACK CUSHION COVER,5.8373892405063295,3699,19936.940000000002
22900,SET 2 TEA TOWELS I LOVE LONDON,3.684245283018868,6156,19834.04
22413,METAL SIGN TAKE IT OR LEAVE IT,3.297567567567568,6976,19728.24
21174,POTTERING IN THE SHED METAL SIGN,2.5139877835951134,9696,19593.81
21936,RED RETROSPOT PICNIC BAG,3.633620873269436,6680,19576.72
22561,WOODEN SCHOOL COLOURING SET,1.7414208242950107,11642,19524.27
22558,CLOTHES PEGS RETROSPOT PACK 24,1.6692161716171616,13809,19513.17
22169,FAMILY ALBUM WHITE PICTURE FRAME,9.794022824536377,2275,19507.6
22384,LUNCH BAG PINK POLKADOT,2.0076021588280644,11751,19500.66
84946,ANTIQUE SILVER T-LIGHT GLASS,1.5028468208092487,14664,19381.62
22427,ENAMEL FLOWER JUG CREAM,6.529052369077307,3210,19273.280000000002
22083,PAPER CHAIN KIT RETROSPOT,3.7808108108108107,6137,19261.03
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,13.07895238095238,1758,19194.13
21908,CHOCOLATE THIS WAY METAL SIGN,2.4602136317395726,9678,19125.98
22061,LARGE CAKE STAND  HANGING STRAWBERY,11.222917466410747,2171,19121.37
84949,SILVER HANGING T-LIGHT HOLDER,1.8268847795163583,11945,19015.8
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1.4420343839541547,15810,18744.17
22383,LUNCH BAG SUKI DESIGN,2.1189745916515426,10301,18699.43
22041,"RECORD FRAME 7"" SINGLE SIZE",3.5552499999999996,7540,18650.87
71053,WHITE METAL LANTERN,4.430222841225627,4700,18525.22
22555,PLASTERS IN TIN STRONGMAN,1.8076210092687948,11321,18323.32
21484,CHICK GREY HOT WATER BOTTLE,4.573588571428571,4584,18171.14
79323W,WHITE CHERRY LIGHTS,7.03,3004,18048.72
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4.762558139534884,4621,18044.97
22505,MEMO BOARD COTTAGE DESIGN,5.474500665778962,3773,18034.63
22147,FELTCRAFT BUTTERFLY HEARTS,1.6181639624252775,12828,17893.579999999998
22560,TRADITIONAL MODELLING CLAY,1.3711405835543766,14836,17861.71
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,1.077181818181818,21605,17746.71
21914,BLUE HARMONICA IN BOX,1.4485348360655736,12957,17725.36
22297,HEART IVORY TRELLIS SMALL,1.6488473205257836,13715,17702.62
22847,BREAD BIN DINER STYLE IVORY,17.20938559322034,1112,17669.989999999998
22633,HAND WARMER UNION JACK,2.213322222222222,8541,17576.67
84467,ENGLISH ROSE DESIGN QUILTED THROW,24.040602409638552,816,17477.66
21136,PAINTED METAL PEARS ASSORTED,1.96908969210174,10496,17451.45
22557,PLASTERS IN TIN VINTAGE PAISLEY,1.8292387543252595,10369,17401.3
23203,JUMBO BAG DOILEY PATTERNS,2.2405222437137335,8893,17268.69
84992,72 SWEETHEART FAIRY CAKE CASES,0.68719707057257,34797,17259.85
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2.683268072289157,8411,17239.69
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1.243974241030359,17400,17177.04
21889,WOODEN BOX OF DOMINOES,1.5520577933450088,12805,17095.66
21527,RED RETROSPOT TRADITIONAL TEAPOT,8.77890625,2337,17030.56
22654,DELUXE SEWING KIT,7.357757475083056,2534,16971.27
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3.0715939278937383,6779,16891.44
22652,TRAVEL SEWING KIT,1.9061255924170617,9910,16794.05
22952,60 CAKE CASES VINTAGE CHRISTMAS,0.7390534208059981,27970,16770.31
21164,HOME SWEET HOME METAL SIGN,3.273665283540802,5981,16626.41
22993,SET OF 4 PANTRY JELLY MOULDS,1.497788990825688,12649,16478.48
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,10.82219758064516,1699,16409.02
22487,WHITE WOOD GARDEN PLANT LADDER,10.688288888888888,1632,16373.699999999999
21843,RETRO SPOT CAKE STAND,12.17970588235294,1493,16354.01
23301,GARDENERS KNEELING PAD KEEP CALM,1.9439673913043478,8807,16327.35
22662,LUNCH BAG DOLLY GIRL DESIGN,1.9189353233830846,9951,16213.61
48173C,DOORMAT BLACK FLOCK,8.211433021806853,2844,16032.71
22296,HEART IVORY TRELLIS LARGE,1.8147892271662762,9719,16027.56
22692,DOORMAT WELCOME TO OUR HOME,9.478828382838284,2135,15965.95
21877,HOME SWEET HOME MUG,1.5780845442536326,14054,15954.75
22634,CHILDS BREAKFAST SET SPACEBOY,10.162814371257484,1688,15946.55
20685,DOOR MAT RED SPOT,7.833228155339806,2485,15889.75
35004C,SET OF 3 COLOURED  FLYING DUCKS,7.756394366197183,3035,15874.38
22759,SET OF 3 NOTEBOOKS IN PARCEL,1.9730541871921181,9380,15866.56
22837,HOT WATER BOTTLE BABUSHKA,5.311377777777778,3398,15837.18
22690,DOORMAT HOME SWEET HOME BLUE,8.210570776255707,2530,15836.35
23313,VINTAGE CHRISTMAS BUNTING,5.548627450980392,2990,15798.66
22635,CHILDS BREAKFAST SET DOLLY GIRL,10.30381930184805,1660,15795.01
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,3.936065934065934,4353,15759.53
84375,SET OF 20 KIDS COOKIE CUTTERS,2.5122166874221667,7575,15753.18
22632,HAND WARMER RED RETROSPOT,2.218229854689564,7698,15664.13
22193,RED DINER WALL CLOCK,9.21775974025974,1850,15658.98
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,7.42446956521739,2385,15645.27
22619,SET OF 6 SOLDIER SKITTLES,4.449551192145863,3992,15560.09
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.5365890570430734,12142,15547.75
48111,DOORMAT 3 SMILEY CATS,9.382517162471396,2419,15437.73
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3.7266401590457257,5026,15411.9
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,6.543149038461539,3456,15400.28
84378,SET OF 3 HEART COOKIE CUTTERS,1.5957911392405062,11637,15388.44
85014B,RED RETROSPOT UMBRELLA,6.775227272727273,2699,15376.300000000001
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4.075775862068965,3759,15354.35
21094,SET/6 RED SPOTTY PAPER PLATES,0.988060606060606,19633,15334.029999999999
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,3.911322645290581,4205,15324.35
22940,FELTCRAFT CHRISTMAS FAIRY,4.533444816053512,3491,15282.81
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.9761738351254479,17144,15275.82
21975,PACK OF 60 DINOSAUR CAKE CASES,0.6300827689992475,31332,15236.619999999999
21165,BEWARE OF THE CAT METAL SIGN,2.123363821138211,9360,15167.38
21217,RED RETROSPOT ROUND CAKE TINS,12.523447537473233,1420,15123.2
20750,RED RETROSPOT MINI CASES,8.202882352941177,2066,15118.470000000001
82582,AREA PATROLLED METAL SIGN,2.3533042394014965,7479,15110.98
35970,ZINC FOLKART SLEIGH BELLS,2.25901269393512,8375,15072.58
22946,WOODEN ADVENT CALENDAR CREAM,18.37695652173913,976,15060.57
22606,WOODEN SKITTLES GARDEN SET,16.358620689655172,1069,14881.94
22730,ALARM CLOCK BAKELIKE IVORY,4.39781041388518,3702,14867.27
21770,OPEN CLOSED METAL SIGN,5.4356748466257665,2991,14807.3
17003,BROCADE RING PURSE,0.3027272727272727,70369,14766.42
22485,SET OF 2 WOODEN MARKET CRATES,14.761428571428572,1101,14677.84
21912,VINTAGE SNAKES & LADDERS,4.679349397590362,3734,14651.33
21217,RED SPOTTY ROUND CAKE TINS,10.806630669546434,1484,14646.039999999999
21380,WOODEN HAPPY BIRTHDAY GARLAND,3.406554878048781,5031,14593.32
84050,PINK HEART SHAPE EGG FRYING PAN,2.1541551246537396,9853,14525.0
84997D,CHILDRENS CUTLERY POLKADOT PINK,4.503296398891967,3666,14493.640000000001
22150,3 STRIPEY MICE FELTCRAFT,2.1962277951933125,7815,14486.55
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,3.907193347193347,3970,14438.97
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.59683192261185,11120,14411.13
22384,LUNCH BAG PINK RETROSPOT,1.85,8914,14391.72
22352,LUNCH BOX WITH CUTLERY RETROSPOT,3.1936036036036035,5678,14348.82
20748,KENSINGTON COFFEE SET,12.383224043715847,1600,14266.98
21169,YOU'RE CONFUSING ME METAL SIGN,2.130267857142857,8856,14262.61
21955,DOORMAT UNION JACK GUNS AND ROSES,8.678539603960397,2349,14236.9
23200,JUMBO BAG PEARS,2.4302508361204014,7067,14188.960000000001
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.6672395369545858,10405,14076.34
22627,MINT KITCHEN SCALES,9.471406727828747,1600,14016.8
35400,WOODEN BOX ADVENT CALENDAR,10.473995271867611,1435,13999.1
23343,JUMBO BAG VINTAGE CHRISTMAS,2.417366255144033,6078,13972.710000000001
21257,VICTORIAN SEWING BOX MEDIUM,10.49658536585366,1549,13968.48
22236,CAKE STAND 3 TIER MAGIC GARDEN,13.37624703087886,1127,13965.52
22271,FELTCRAFT DOLL ROSIE,3.2711712846347605,4866,13921.73
21668,RED STRIPE CERAMIC DRAWER KNOB,1.6418127250900358,10357,13912.17
22366,DOORMAT AIRMAIL,9.25925407925408,2085,13875.59
22295,HEART FILIGREE DOVE LARGE,1.8310082872928175,8411,13873.54
21888,BINGO SET,4.600822249093108,3520,13862.17
22444,GROW YOUR OWN PLANT IN A CAN,1.578920704845815,10132,13856.6
21259,VICTORIAN SEWING BOX SMALL,6.926051829268292,2293,13843.92
21669,BLUE STRIPE CERAMIC DRAWER KNOB,1.5683516483516484,10578,13839.18
79323P,PINK CHERRY LIGHTS,7.28390977443609,2281,13787.93
22621,TRADITIONAL KNITTING NANCY,1.8153475336322868,8726,13784.32
22776,SWEETHEART CAKESTAND 3 TIER,10.917756653992395,1378,13753.38
22109,FULL ENGLISH BREAKFAST PLATE,5.133204930662558,3338,13750.11
23077,DOUGHNUT LIP GLOSS,1.345436046511628,10395,13695.77
47556B,TEA TIME TEA TOWELS,3.198761061946903,5201,13691.02
22191,IVORY DINER WALL CLOCK,8.788469184890657,1659,13689.85
21871,SAVE THE PLANET MUG,1.7336513994910943,11492,13654.89
48116,DOORMAT MULTICOLOUR STRIPE,9.254007782101167,2350,13634.35
21390,FILIGRIS HEART WITH BUTTERFLY,1.4604628099173553,10937,13552.97
22636,CHILDS BREAKFAST SET CIRCUS PARADE,8.807667342799189,1618,13437.03
C2,CARRIAGE,50.21722846441948,268,13426.0
23356,LOVE HOT WATER BOTTLE,6.205617283950618,2359,13334.32
23207,LUNCH BAG ALPHABET DESIGN,1.9909656084656082,7830,13325.55
22207,FRYING PAN UNION FLAG,5.545791666666667,3103,13298.57
23108,SET OF 10 LED DOLLY LIGHTS,6.469919571045577,2219,13290.52
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1.6327083333333334,10050,13272.39
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4.845672371638142,2841,13269.49
21098,CHRISTMAS TOILET ROLL,1.6363474025974025,8537,13263.93
21704,BAG 250g SWIRLY MARBLES,0.9764982578397212,17175,13235.16
21080,SET/20 RED RETROSPOT PAPER NAPKINS,1.0804575707154742,15388,13231.539999999999
22846,BREAD BIN DINER STYLE RED,17.64345930232558,822,13213.97
15044A,PINK PAPER PARASOL,3.5974,4964,13210.85
48187,DOOR MAT NEW ENGLAND,7.542844827586207,2023,13201.61
22356,CHARLOTTE BAG PINK POLKADOT,1.234386536373507,11219,13172.0
75049L,LARGE CIRCULAR MIRROR MOBILE,1.554119318181818,13968,13153.8
22580,ADVENT CALENDAR GINGHAM SACK,6.138709677419355,2322,13141.08
